"KMETIJSKE KULTURE","LETO","STATISTIÈNA REGIJA",Povpreèni pridelek (t/ha) pomembnejših kmetijskih kultur
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Posavska",13.9
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Jugovzhodna Slovenija",8.5
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Osrednjeslovenska",17.0
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Gorenjska",-
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Primorsko-notranjska",17.0
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Goriška",18.6
"Breskve in nektarine v intenzivnih sadovnjakih","2018","Obalno-kraška",15.0
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Pomurska",9.6
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Podravska",9.1
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Koroška",15.4
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Savinjska",14.4
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Zasavska",15.4
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Posavska",12.5
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Jugovzhodna Slovenija",15.3
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Osrednjeslovenska",15.4
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Gorenjska",-
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Primorsko-notranjska",15.4
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Goriška",17.1
"Breskve in nektarine v intenzivnih sadovnjakih","2019","Obalno-kraška",14.0
